Na'vi,IPA,Part of speech,English,Audio URL,Audio local URL
fì'u,[fɪ.ˈʔu],pn. ,this (thing),https://s.learnnavi.org/audio/vocab/368.mp3,368.mp3
fìfya,[fɪ.ˈfja],adv. ,"this way, like this",https://s.learnnavi.org/audio/vocab/348.mp3,348.mp3
fìkem,[fɪ.ˈkɛm],pn. ,this (action),https://s.learnnavi.org/audio/vocab/352.mp3,352.mp3
fil,[fil],n. ,"child's toy, plaything",https://s.learnnavi.org/audio/vocab/12989.mp3,12989.mp3
fìpo,[ˈfɪ.po],pn. ,this one person or thing,https://s.learnnavi.org/audio/vocab/356.mp3,356.mp3
fìtrr,[fɪ.ˈtṛ],adv. ,today,https://s.learnnavi.org/audio/vocab/4280.mp3,4280.mp3
fìtsap,[fɪ.ˈt͡sap̚],adv. ,each other,https://s.learnnavi.org/audio/vocab/8172.mp3,8172.mp3
fìtseng,[fɪ.ˈt͡sɛŋ],"adv., n. ","here, this place",https://s.learnnavi.org/audio/vocab/364.mp3,364.mp3
fìtsenge,[fɪ.ˈt͡sɛ.ŋɛ],"adv., n. ","here, this place",https://s.learnnavi.org/audio/vocab/365.mp3,365.mp3
fìtxan,[fɪ.ˈt'an],adv. ,"so, to such an extent",https://s.learnnavi.org/audio/vocab/360.mp3,360.mp3
fìtxon,[fɪ.ˈt'on],"adv., n. ",tonight,https://s.learnnavi.org/audio/vocab/4576.mp3,4576.mp3
fkan,[fk·an],vin. ,"resemble in a sensory modality, come to the senses as",https://s.learnnavi.org/audio/vocab/9432.mp3,9432.mp3
fkarut,[ˈfk·a.ɾ·ut̚],vtr. ,peel,https://s.learnnavi.org/audio/vocab/372.mp3,372.mp3
fkay,[fkaj],adj. ,hateful,https://s.learnnavi.org/audio/vocab/4856.mp3,4856.mp3
fkew,[fkɛw],adj. ,mighty,https://s.learnnavi.org/audio/vocab/376.mp3,376.mp3
fkeytok,[ˈfkɛj.t·ok̚],vin. ,exist,https://s.learnnavi.org/audio/vocab/7364.mp3,7364.mp3
fkio,[ˈfki.o],n. ,tetrapteron,https://s.learnnavi.org/audio/vocab/6648.mp3,6648.mp3
fkip,[fkip̚],adp. ,up among,https://s.learnnavi.org/audio/vocab/4008.mp3,4008.mp3
fko,[fko],pn. ,"one, they (singular usage) (unspecified agent)",https://s.learnnavi.org/audio/vocab/380.mp3,380.mp3
fkxake,[ˈfk'·a.k·ɛ],v. ,itch,https://s.learnnavi.org/audio/vocab/3696.mp3,3696.mp3
fkxakewll,[ˈfk'a.kɛ.wḷ],n. ,itch plant,https://s.learnnavi.org/audio/vocab/5752.mp3,5752.mp3
fkxara,[ˈfk'a.ɾa],n. ,stress (mental or emotional feeling),https://s.learnnavi.org/audio/vocab/11440.mp3,11440.mp3
fkxaranga',[ˈfk'a.ɾa.ŋaʔ],adj. ,stressful,https://s.learnnavi.org/audio/vocab/11444.mp3,11444.mp3
fkxen,[fk'ɛn],n. ,vegetable (food),https://s.learnnavi.org/audio/vocab/4348.mp3,4348.mp3
fkxile,[ˈfk'i.lɛ],n. ,bib necklace,https://s.learnnavi.org/audio/vocab/7828.mp3,7828.mp3
flä,[fl·æ],vin. ,succeed,https://s.learnnavi.org/audio/vocab/384.mp3,384.mp3
flawkx,[flawk'],n. ,leather,https://s.learnnavi.org/audio/vocab/8492.mp3,8492.mp3
flawm,[flawm],n. ,cheek,https://s.learnnavi.org/audio/vocab/8708.mp3,8708.mp3
flefle,[ˈflɛ.flɛ],n. ,"Sol's delight, magnetotrophic plant",https://s.learnnavi.org/audio/vocab/5744.mp3,5744.mp3
flew,[flɛw],n. ,throat,https://s.learnnavi.org/audio/vocab/4464.mp3,4464.mp3
flì,[flɪ],adj. ,thin,https://s.learnnavi.org/audio/vocab/8232.mp3,8232.mp3
flìnutx,[flɪ.ˈnut'],n. ,thickness,https://s.learnnavi.org/audio/vocab/8236.mp3,8236.mp3
flrr,[flṛ],adj. ,"gentle, mild, tender (people or things)",https://s.learnnavi.org/audio/vocab/9620.mp3,9620.mp3
fmal,[fm·al],vtr. ,sustain,https://s.learnnavi.org/audio/vocab/3700.mp3,3700.mp3
fmawn,[fmawn],n. ,"news, something to report",https://s.learnnavi.org/audio/vocab/388.mp3,388.mp3
fmawnta,[ˈfmawn.ta],n. ,that news,https://s.learnnavi.org/audio/vocab/7912.mp3,7912.mp3
fmetok,[ˈfm·ɛ.t·ok̚],vtr. ,test,https://s.learnnavi.org/audio/vocab/392.mp3,392.mp3
fmi,[fm·i],vtrm. ,"try, attempt",https://s.learnnavi.org/audio/vocab/396.mp3,396.mp3
fmokx,[fmok'],n. ,"jealousy, envy",https://s.learnnavi.org/audio/vocab/8184.mp3,8184.mp3
fmong,[fm·oŋ],vtr. ,"steal, rob",https://s.learnnavi.org/audio/vocab/13196.mp3,13196.mp3
fmongyu,[ˈfmoŋ.ju],n. ,thief,https://s.learnnavi.org/audio/vocab/13198.mp3,13198.mp3
fnan,[fn·an],vtr. ,be good at,https://s.learnnavi.org/audio/vocab/6920.mp3,6920.mp3
fnawe',[fna.ˈwɛʔ],adj. ,cowardly,https://s.learnnavi.org/audio/vocab/6240.mp3,6240.mp3
fnawe'tu,[fna.ˈwɛʔ.tu],n. ,coward,https://s.learnnavi.org/audio/vocab/6244.mp3,6244.mp3
fnel,[fnɛl],n. ,"kind, type",https://s.learnnavi.org/audio/vocab/4964.mp3,4964.mp3
fnelan,[ˈfnɛ.lan],n. ,male,https://s.learnnavi.org/audio/vocab/11512.mp3,11512.mp3
fnele,[ˈfnɛ.lɛ],n. ,female,https://s.learnnavi.org/audio/vocab/11516.mp3,11516.mp3
fnepe,[ˈfnɛ.pɛ],inter. ,which kind,https://s.learnnavi.org/audio/vocab/4972.mp3,4972.mp3
fnetxum,[fnɛ.ˈt'um],n. ,allergen,https://s.learnnavi.org/audio/vocab/9220.mp3,9220.mp3
fngä',[fŋ·æʔ],vin. ,"relieve oneself; (on Earth) use the restroom, go to the bathroom",https://s.learnnavi.org/audio/vocab/9824.mp3,9824.mp3
fngä'tseng,[ˈfŋæʔ.t͡sɛŋ],n. ,restroom (on Earth),https://s.learnnavi.org/audio/vocab/10856.mp3,10856.mp3
fngap,[fŋap̚],n. ,metal,https://s.learnnavi.org/audio/vocab/400.mp3,400.mp3
fngapsutxwll,[ˈfŋap.sut'.wḷ],n. ,metalfollowing plant,https://s.learnnavi.org/audio/vocab/404.mp3,404.mp3
fngo',[fŋ·oʔ],vtr. ,"require, demand",https://s.learnnavi.org/audio/vocab/8312.mp3,8312.mp3
fnu,[fn·u],vin. ,"quiet, be quiet",https://s.learnnavi.org/audio/vocab/408.mp3,408.mp3
fo,[fo],pn. ,they,https://s.learnnavi.org/audio/vocab/412.mp3,412.mp3
fpak,[fp·ak̚],vin. ,"hold off, suspend action",https://s.learnnavi.org/audio/vocab/416.mp3,416.mp3
fpap,[fp·ap̚],vtr. ,pound,https://s.learnnavi.org/audio/vocab/13230.mp3,13230.mp3
fpe',[fp·ɛʔ],vtr. ,send,https://s.learnnavi.org/audio/vocab/420.mp3,420.mp3
fpeio,[fpɛ.ˈi.o],n. ,challenge (ceremonial),https://s.learnnavi.org/audio/vocab/424.mp3,424.mp3
fpi+,[fpi],adp. ,"for the sake of, for the benefit of",https://s.learnnavi.org/audio/vocab/428.mp3,428.mp3
fpìl,[fp·ɪl],vtr. ,think,https://s.learnnavi.org/audio/vocab/432.mp3,432.mp3
fpìlfya,[ˈfpɪl.fja],n. ,"thought pattern, way of thinking",https://s.learnnavi.org/audio/vocab/4896.mp3,4896.mp3
fpivìl,[fpi.ˈvɪl],intj. ,"hmm, let's see, let me think",https://s.learnnavi.org/audio/vocab/12980.mp3,12980.mp3
fpom,[fpom],n. ,"wellbeing, peace, happiness",https://s.learnnavi.org/audio/vocab/436.mp3,436.mp3
fpomron,[fpom.ˈɾon],n. ,health or wellbeing (mental),https://s.learnnavi.org/audio/vocab/10188.mp3,10188.mp3
fpomronga',[fpom.ˈɾo.ŋaʔ],adj. ,healthful (mentally),https://s.learnnavi.org/audio/vocab/10208.mp3,10208.mp3
fpomtokx,[fpom.ˈtok'],n. ,health (physical),https://s.learnnavi.org/audio/vocab/5112.mp3,5112.mp3
fpomtokxnga',[fpom.ˈtok'.ŋaʔ],adj. ,healthful (physically),https://s.learnnavi.org/audio/vocab/10200.mp3,10200.mp3
fpxafaw,[ˈfp'a.faw],n. ,medusa,https://s.learnnavi.org/audio/vocab/440.mp3,440.mp3
fpxäkìm,[ˈfp'·æ.k·ɪm],vin. ,enter,https://s.learnnavi.org/audio/vocab/444.mp3,444.mp3
fpxamo,[ˈfp'a.mo],adj. ,"terrible, horrible, awful",https://s.learnnavi.org/audio/vocab/11732.mp3,11732.mp3
fra'u,[ˈfɾa.ʔu],pn. ,everything,https://s.learnnavi.org/audio/vocab/452.mp3,452.mp3
frafya,[ˈfɾa.fja],adv. ,in every way,https://s.learnnavi.org/audio/vocab/9700.mp3,9700.mp3
frakrr,[ˈfɾa.kṛ],adv. ,"always, all the time",https://s.learnnavi.org/audio/vocab/456.mp3,456.mp3
fralo,[ˈfɾa.lo],adv. ,"every time, every instance, each time",https://s.learnnavi.org/audio/vocab/5448.mp3,5448.mp3
frapo,[ˈfɾa.po],pn. ,everyone,https://s.learnnavi.org/audio/vocab/460.mp3,460.mp3
frato,[ˈfɾa.to],part. ,superlative marker than all,https://s.learnnavi.org/audio/vocab/4152.mp3,4152.mp3
fratrr,[fɾa.ˈtṛ],adv. ,"daily, every day",https://s.learnnavi.org/audio/vocab/4148.mp3,4148.mp3
fratseng,[ˈfɾa.t͡sɛŋ],adv. ,everywhere,https://s.learnnavi.org/audio/vocab/4144.mp3,4144.mp3
fratxon,[fɾa.ˈt'on],adv. ,every night,https://s.learnnavi.org/audio/vocab/5940.mp3,5940.mp3
frawzo,[fɾaw.ˈzo],intj. ,"all is well, everything is fine or OK",https://s.learnnavi.org/audio/vocab/6432.mp3,6432.mp3
frìp,[fɾ·ɪp̚],vtr. ,bite,https://s.learnnavi.org/audio/vocab/3704.mp3,3704.mp3
frir,[fɾiɾ],n. ,layer,https://s.learnnavi.org/audio/vocab/11692.mp3,11692.mp3
frrfen,[ˈf·ṛ.f·ɛn],vtr. ,visit,https://s.learnnavi.org/audio/vocab/464.mp3,464.mp3
frrtu,[ˈfṛ.tu],n. ,"guest, visitor",https://s.learnnavi.org/audio/vocab/468.mp3,468.mp3
fta,[fta],n. ,knot,https://s.learnnavi.org/audio/vocab/9760.mp3,9760.mp3
fta si,[fta s·i],vin. ,"knot, make or tie a knot",https://s.learnnavi.org/audio/vocab/9764.mp3,9764.mp3
ftang,[ft·aŋ],vim. ,stop,https://s.learnnavi.org/audio/vocab/472.mp3,472.mp3
ftanglen,[ft·aŋ.ˈl·ɛn],vtr. ,prevent,https://s.learnnavi.org/audio/vocab/13184.mp3,13184.mp3
ftär,[ftæɾ],adj. ,left (not right),https://s.learnnavi.org/audio/vocab/4688.mp3,4688.mp3
ftärpa,[ˈftæɾ.pa],n. ,left side,https://s.learnnavi.org/audio/vocab/9484.mp3,9484.mp3
ftawnemkrr,[ftaw.ˈnɛm.kṛ],n. ,past,https://s.learnnavi.org/audio/vocab/4296.mp3,4296.mp3
fte,[ftɛ],conj. ,"so that, in order to",https://s.learnnavi.org/audio/vocab/476.mp3,476.mp3
fteke,[ˈftɛ.kɛ],conj. ,"so that not, lest",https://s.learnnavi.org/audio/vocab/480.mp3,480.mp3
ftem,[ft·ɛm],vtr. ,pass by (something),https://s.learnnavi.org/audio/vocab/3708.mp3,3708.mp3
ftia,[ft·i.ˈ·a],vtr. ,study,https://s.learnnavi.org/audio/vocab/484.mp3,484.mp3
ftu,[ftu],adp. ,from (direction),https://s.learnnavi.org/audio/vocab/496.mp3,496.mp3
ftue,[ˈftu.ɛ],adj. ,"easy, simple",https://s.learnnavi.org/audio/vocab/500.mp3,500.mp3
ftumfa,[ˈftum.fa],adp. ,"out of, from inside",https://s.learnnavi.org/audio/vocab/9784.mp3,9784.mp3
ftuopa,[ˈftu.o.pa],adp. ,from behind,https://s.learnnavi.org/audio/vocab/12974.mp3,12974.mp3
ftxavang,[ˈft'a.vaŋ],adj. ,passionate,https://s.learnnavi.org/audio/vocab/504.mp3,504.mp3
ftxey,[ft'ɛj],conj. ,"whether, or",https://s.learnnavi.org/audio/vocab/4456.mp3,4456.mp3
ftxey,[ft'·ɛj],vtr. ,choose,https://s.learnnavi.org/audio/vocab/508.mp3,508.mp3
ftxì,[ft'ɪ],n. ,tongue,https://s.learnnavi.org/audio/vocab/488.mp3,488.mp3
ftxìlor,[ft'ɪ.ˈloɾ],adj. ,"delicious, good tasting",https://s.learnnavi.org/audio/vocab/6248.mp3,6248.mp3
ftxìvä',[ft'ɪ.ˈvæʔ],adj. ,bad tasting,https://s.learnnavi.org/audio/vocab/6252.mp3,6252.mp3
ftxozä,[ft'o.ˈzæ],n. ,"celebration, happy occasion",https://s.learnnavi.org/audio/vocab/492.mp3,492.mp3
ftxozä si,[ft'o.ˈzæ s·i],vin. ,celebrate,https://s.learnnavi.org/audio/vocab/7780.mp3,7780.mp3
ftxulì'u,[ft'·u.ˈlɪ.ʔu],vin. ,"orate, give speech",https://s.learnnavi.org/audio/vocab/8804.mp3,8804.mp3
ftxulì'uyu,[ft'u.ˈlɪ.ʔu.ju],n. ,"orator, (public) speaker",https://s.learnnavi.org/audio/vocab/8808.mp3,8808.mp3
fu,[fu],conj. ,or,https://s.learnnavi.org/audio/vocab/512.mp3,512.mp3
fuke,[fu.ˈkɛ],conj. ,or not,https://s.learnnavi.org/audio/vocab/6216.mp3,6216.mp3
fula,[ˈfu.la],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/6848.mp3,6848.mp3
fura,[ˈfu.ɾa],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/13158.mp3,13158.mp3
furia,[ˈfu.ɾi.a],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/4140.mp3,4140.mp3
futa,[ˈfu.ta],"pn., sbd. ",that,https://s.learnnavi.org/audio/vocab/516.mp3,516.mp3
fwa,[fwa],"pn., sbd. ",that (subordinate clause marker),https://s.learnnavi.org/audio/vocab/520.mp3,520.mp3
fwäkì,[ˈfwæ.kɪ],n. ,mantis,https://s.learnnavi.org/audio/vocab/5936.mp3,5936.mp3
fwäkìwll,[ˈfwæ.kɪ.wḷ],n. ,mantis orchid,https://s.learnnavi.org/audio/vocab/4660.mp3,4660.mp3
fwal,[fw·al],vtr. ,wipe,https://s.learnnavi.org/audio/vocab/13203.mp3,13203.mp3
fwampop,[ˈfwam.pop̚],n. ,tapirus,https://s.learnnavi.org/audio/vocab/7676.mp3,7676.mp3
fwang,[fwaŋ],adj. ,"savory, umami, rich",https://s.learnnavi.org/audio/vocab/9452.mp3,9452.mp3
fwefwi,[ˈfw·ɛ.fw·i],vin. ,whistle,https://s.learnnavi.org/audio/vocab/7700.mp3,7700.mp3
fwel,[fwɛl],adj. ,broken,https://s.learnnavi.org/audio/vocab/5240.mp3,5240.mp3
fwem,[fwɛm],adj. ,"dull, blunt (as a point)",https://s.learnnavi.org/audio/vocab/8608.mp3,8608.mp3
fwep,[fwɛp̚],n. ,dust (on a surface),https://s.learnnavi.org/audio/vocab/10084.mp3,10084.mp3
fwew,[fw·ɛw],vtr. ,"look for, seek, search",https://s.learnnavi.org/audio/vocab/3712.mp3,3712.mp3
fwi,[fw·i],vin. ,"slip, slide",https://s.learnnavi.org/audio/vocab/9768.mp3,9768.mp3
fwìng,[fwɪŋ],n. ,"humiliation, embarrassment, loss of face",https://s.learnnavi.org/audio/vocab/11528.mp3,11528.mp3
fwìng si,[fwɪŋ s·i],vin. ,humiliate,https://s.learnnavi.org/audio/vocab/11532.mp3,11532.mp3
fwopx,[fwop'],n. ,dust (in the air),https://s.learnnavi.org/audio/vocab/10088.mp3,10088.mp3
fwum,[fw·um],vin. ,float (on the surface of a liquid),https://s.learnnavi.org/audio/vocab/13296.mp3,13296.mp3
fya'o,[ˈfja.ʔo],n. ,"path, way, manner",https://s.learnnavi.org/audio/vocab/528.mp3,528.mp3
fyalì'u,[ˈfja.lɪ.ʔu],n. ,adverb,https://s.learnnavi.org/audio/vocab/11312.mp3,11312.mp3
fyan,[fjan],n. ,constructed device for keeping something off the ground and clean,https://s.learnnavi.org/audio/vocab/10672.mp3,10672.mp3
fyanyì,[ˈfjan.jɪ],n. ,shelf,https://s.learnnavi.org/audio/vocab/10688.mp3,10688.mp3
fyanyo,[ˈfjan.jo],n. ,"table, elevated utilitarian surface",https://s.learnnavi.org/audio/vocab/10676.mp3,10676.mp3
fyape,[ˈfja.pɛ],inter. ,how,https://s.learnnavi.org/audio/vocab/532.mp3,532.mp3
fyawìntxu,[fja.w·ɪn.ˈt'·u],vin. ,guide (with dative of thing guided),https://s.learnnavi.org/audio/vocab/536.mp3,536.mp3
fyawìntxuyu,[fja.wɪn.ˈt'u.ju],n. ,guide,https://s.learnnavi.org/audio/vocab/11536.mp3,11536.mp3
fyel,[fj·ɛl],vtr. ,"seal, make impervious",https://s.learnnavi.org/audio/vocab/8844.mp3,8844.mp3
fyeng,[fjɛŋ],adj. ,steep,https://s.learnnavi.org/audio/vocab/12975.mp3,12975.mp3
fyep,[fj·ɛp̚],vtr. ,"hold in the hand, grasp, grip",https://s.learnnavi.org/audio/vocab/8660.mp3,8660.mp3
fyeyn,[fjɛjn],adj. ,"ripe, mature, adult",https://s.learnnavi.org/audio/vocab/6256.mp3,6256.mp3
fyeyntu,[ˈfjɛjn.tu],n. ,adult person,https://s.learnnavi.org/audio/vocab/6260.mp3,6260.mp3
fyin,[fjin],adj. ,simple,https://s.learnnavi.org/audio/vocab/9144.mp3,9144.mp3
fyinep'ang,[fjin.ɛp.ˈʔaŋ],n. ,degree of complexity,https://s.learnnavi.org/audio/vocab/9156.mp3,9156.mp3
fyinep'angpe,[fjin.ɛp.ˈʔaŋ.pɛ],inter. ,how complex?,https://s.learnnavi.org/audio/vocab/9164.mp3,9164.mp3
fyìp,[fjɪp̚],n. ,"tendril, tentacle",https://s.learnnavi.org/audio/vocab/13014.mp3,13014.mp3
fyìpmaut,[ˈfjɪp.ma.ut̚],n. ,squid fruit tree,https://s.learnnavi.org/audio/vocab/13013.mp3,13013.mp3
fyole,[ˈfjo.lɛ],adj. ,"sublime, beyond perfection",https://s.learnnavi.org/audio/vocab/9240.mp3,9240.mp3
fyolup,[ˈfjo.lup̚],adj. ,"exquisite, sublime in style",https://s.learnnavi.org/audio/vocab/10120.mp3,10120.mp3
fyuatx,[fju.ˈat'],n. ,anemonoid,https://s.learnnavi.org/audio/vocab/13022.mp3,13022.mp3
ha,[ha],conj. ,"so, in that case",https://s.learnnavi.org/audio/vocab/540.mp3,540.mp3
ha',[h·aʔ],vin. ,"fit, suit, complement, inherently enhance",https://s.learnnavi.org/audio/vocab/9228.mp3,9228.mp3
ha'ngir,[haʔ.ˈŋiɾ],n. ,afternoon,https://s.learnnavi.org/audio/vocab/5384.mp3,5384.mp3
hafyon,[ha.ˈfjon],n. ,wisdom,https://s.learnnavi.org/audio/vocab/11428.mp3,11428.mp3
hafyonga',[ha.ˈfjo.ŋaʔ],adj. ,wise,https://s.learnnavi.org/audio/vocab/11436.mp3,11436.mp3
hahaw,[ˈh·a.h·aw],vin. ,sleep,https://s.learnnavi.org/audio/vocab/544.mp3,544.mp3
ham,[ham],adj. ,previous,https://s.learnnavi.org/audio/vocab/5468.mp3,5468.mp3
hamalo,[ha.ˈma.lo],adv. ,last time,https://s.learnnavi.org/audio/vocab/6184.mp3,6184.mp3
hametsì,[ha.ˈmɛ.t͡sɪ],n. ,leavened bread,https://s.learnnavi.org/audio/vocab/5476.mp3,5476.mp3
han,[h·an],vtr. ,lose,https://s.learnnavi.org/audio/vocab/11540.mp3,11540.mp3
hän,[hæn],n. ,"net, web",https://s.learnnavi.org/audio/vocab/10492.mp3,10492.mp3
hangham,[ˈh·aŋ.h·am],vin. ,laugh,https://s.learnnavi.org/audio/vocab/3716.mp3,3716.mp3
hangvur,[ˈhaŋ.vuɾ],n. ,"joke, funny story",https://s.learnnavi.org/audio/vocab/8376.mp3,8376.mp3
hapxì,[ha.ˈp'ɪ],n. ,part,https://s.learnnavi.org/audio/vocab/548.mp3,548.mp3
hapxìtu,[ha.ˈp'ɪ.tu],n. ,member,https://s.learnnavi.org/audio/vocab/4652.mp3,4652.mp3
hasey,[ha.ˈsɛj],adj. ,"done, finished",https://s.learnnavi.org/audio/vocab/552.mp3,552.mp3
hasey si,[ha.ˈsɛj ˈs·i],vin. ,"accomplish, bring to a conclusion",https://s.learnnavi.org/audio/vocab/7476.mp3,7476.mp3
hawl,[h·awl],vtr. ,prepare,https://s.learnnavi.org/audio/vocab/3744.mp3,3744.mp3
hawmpam,[ˈhawm.pam],n. ,"noise. sound that is excessive, unnecessary, inappropriate, unexpected or startling",https://s.learnnavi.org/audio/vocab/10240.mp3,10240.mp3
hawng,[hawŋ],n. ,overabundance,https://s.learnnavi.org/audio/vocab/4872.mp3,4872.mp3
hawngkrr,[ˈhawŋ.kṛ],adv. ,late,https://s.learnnavi.org/audio/vocab/6268.mp3,6268.mp3
hawntsyokx,[hawn.ˈt͡sjok'],n. ,glove,https://s.learnnavi.org/audio/vocab/7804.mp3,7804.mp3
hawnu,[ˈh·aw.n·u],vtr. ,"protect, shelter",https://s.learnnavi.org/audio/vocab/556.mp3,556.mp3
hawnven,[hawn.ˈvɛn],n. ,shoe,https://s.learnnavi.org/audio/vocab/7800.mp3,7800.mp3
hawre',[haw.ˈɾɛʔ],n. ,hat,https://s.learnnavi.org/audio/vocab/7808.mp3,7808.mp3
hawtsyìp,[ˈhaw.t͡sjɪp̚],n. ,nap,https://s.learnnavi.org/audio/vocab/7768.mp3,7768.mp3
hay,[haj],adj. ,next,https://s.learnnavi.org/audio/vocab/5464.mp3,5464.mp3
hayalo,[ha.ˈja.lo],adv. ,next time,https://s.learnnavi.org/audio/vocab/6180.mp3,6180.mp3
hayalovay,[ha.ˈja.lo.vaj],intj. ,until next time,https://s.learnnavi.org/audio/vocab/13286.mp3,13286.mp3
he'a,[ˈh·ɛ.ʔ·a],vin. ,cough,https://s.learnnavi.org/audio/vocab/13201.mp3,13201.mp3
hefi,[ˈh·ɛ.f·i],vtr. ,smell (not intentionally),https://s.learnnavi.org/audio/vocab/9380.mp3,9380.mp3
hefitswo,[ˈhɛ.fi.t͡swo],n. ,(sense of) smell,https://s.learnnavi.org/audio/vocab/9420.mp3,9420.mp3
hek,[h·ɛk̚],vin. ,"be curious, odd, strange, unexpected",https://s.learnnavi.org/audio/vocab/6280.mp3,6280.mp3
hena,[ˈh·ɛ.n·a],vtr. ,carry,https://s.learnnavi.org/audio/vocab/10036.mp3,10036.mp3
hermeyp,[hɛɾ.ˈmɛjp̚],n. ,snow flurry,https://s.learnnavi.org/audio/vocab/7400.mp3,7400.mp3
hertxayo,[ˈhɛɾ.t'a.jo],n. ,snow field,https://s.learnnavi.org/audio/vocab/7404.mp3,7404.mp3
herwì,[ˈhɛɾ.wɪ],n. ,snow,https://s.learnnavi.org/audio/vocab/7388.mp3,7388.mp3
herwìva,[ˈhɛɾ.wɪ.va],n. ,snowflake,https://s.learnnavi.org/audio/vocab/7416.mp3,7416.mp3
hewne,[ˈhɛw.nɛ],adj. ,soft (of an object),https://s.learnnavi.org/audio/vocab/5216.mp3,5216.mp3
heyn,[h·ɛjn],vin. ,sit,https://s.learnnavi.org/audio/vocab/4380.mp3,4380.mp3
heyr,[hɛjɾ],n. ,chest,https://s.learnnavi.org/audio/vocab/10356.mp3,10356.mp3
hì'ang,[ˈhɪ.ʔaŋ],n. ,insect,https://s.learnnavi.org/audio/vocab/4664.mp3,4664.mp3
hì'i,[ˈhɪ.ʔi],adj. ,"small, little (in size)",https://s.learnnavi.org/audio/vocab/560.mp3,560.mp3
hifwo,[ˈh·i.fw·o],vin. ,"flee, escape",https://s.learnnavi.org/audio/vocab/9024.mp3,9024.mp3
hìkrr,[ˈhɪ.kṛ],n. ,"second, very short time",https://s.learnnavi.org/audio/vocab/5944.mp3,5944.mp3
hìm,[hɪm],adj. ,small (in quantity),https://s.learnnavi.org/audio/vocab/4196.mp3,4196.mp3
hìmpxì,[hɪm.ˈp'ɪ],n. ,"minority, least, small part",https://s.learnnavi.org/audio/vocab/8220.mp3,8220.mp3
hìmtxampe,[hɪm.ˈt'am.pɛ],inter. ,how much,https://s.learnnavi.org/audio/vocab/4200.mp3,4200.mp3
hìmtxan,[hɪm.ˈt'an],n. ,amount,https://s.learnnavi.org/audio/vocab/4204.mp3,4204.mp3
hìmtxew,[hɪm.ˈt'ɛw],n. ,minimum,https://s.learnnavi.org/audio/vocab/9368.mp3,9368.mp3
hìmtxewvay,[hɪm.ˈt'ɛw.vaj],adv. ,minimally,https://s.learnnavi.org/audio/vocab/9376.mp3,9376.mp3
hìno,[hɪ.ˈno],adj. ,"fine, detailed, precise, intricate (of things)",https://s.learnnavi.org/audio/vocab/6796.mp3,6796.mp3
hìpey,[ˈhɪ.p·ɛj],vin. ,"hesitate, hold back for a short time",https://s.learnnavi.org/audio/vocab/10772.mp3,10772.mp3
hipx,[h·ip'],vtr. ,control,https://s.learnnavi.org/audio/vocab/11548.mp3,11548.mp3
hìrumwll,[hɪ.ˈɾum.wḷ],n. ,puffer plant,https://s.learnnavi.org/audio/vocab/5932.mp3,5932.mp3
hìtxoa,[hɪ.ˈt'o.a],intj. ,excuse me,https://s.learnnavi.org/audio/vocab/6724.mp3,6724.mp3
hiup,[ˈh·i.·up̚],"vin., vtr. ","spit, spit out",https://s.learnnavi.org/audio/vocab/10972.mp3,10972.mp3
hiyìk,[ˈhi.jɪk̚],adj. ,"funny, strange",https://s.learnnavi.org/audio/vocab/564.mp3,564.mp3
hoan,[ˈho.an],n. ,comfort,https://s.learnnavi.org/audio/vocab/10656.mp3,10656.mp3
hoet,[ˈho.ɛt̚],adj. ,"vast, broad, expansive",https://s.learnnavi.org/audio/vocab/8912.mp3,8912.mp3
hol,[hol],adj. ,few,https://s.learnnavi.org/audio/vocab/568.mp3,568.mp3
holpxay,[hol.ˈp'aj],n. ,number,https://s.learnnavi.org/audio/vocab/572.mp3,572.mp3
holpxaype,[hol.ˈp'aj.pɛ],inter. ,how many,https://s.learnnavi.org/audio/vocab/4192.mp3,4192.mp3
hona,[ˈho.na],adj. ,"endearing, adorable, cute",https://s.learnnavi.org/audio/vocab/8436.mp3,8436.mp3
horenleykekyu,[ho.ˌɾɛn.lɛj.ˈkɛk.ju],n. ,"law enforcer, police officer",https://s.learnnavi.org/audio/vocab/13190.mp3,13190.mp3
hrrap,[ˈhṛ.ap̚],n. ,danger,https://s.learnnavi.org/audio/vocab/576.mp3,576.mp3
hu,[hu],adp. ,with (accompaniment),https://s.learnnavi.org/audio/vocab/580.mp3,580.mp3
hufwa,[hu.ˈfwa],conj. ,although,https://s.learnnavi.org/audio/vocab/4172.mp3,4172.mp3
hufwe,[hu.ˈfwɛ],n. ,wind,https://s.learnnavi.org/audio/vocab/584.mp3,584.mp3
hufwetsyìp,[hu.ˈfwɛ.t͡sjɪp̚],n. ,"breeze, light wind",https://s.learnnavi.org/audio/vocab/7568.mp3,7568.mp3
hultstxem,[h·ul.ˈt͡st'·ɛm],vtr. ,hinder,https://s.learnnavi.org/audio/vocab/6732.mp3,6732.mp3
hum,[h·um],vin. ,"leave, depart",https://s.learnnavi.org/audio/vocab/588.mp3,588.mp3
hupx,[h·up'],vtr. ,"miss, not hit a target",https://s.learnnavi.org/audio/vocab/13038.mp3,13038.mp3
huru,[ˈhu.ɾu],n. ,cooking pot,https://s.learnnavi.org/audio/vocab/10556.mp3,10556.mp3
